u,techniques,items,n_items,ratings,n_ratings
12987,"[4, 0, 0, 4, 7, 0, 0, 0, 0, 6, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 2, 0, 1, 0, 0, 0, 0, 3, 0, 0, 0, 0, 6, 0, 1, 3, 2, 3, 0, 0, 0, 5, 5, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 2]","[57401, 105354, 136284, 25673, 84096, 9771, 83852, 135961, 12037, 127587, 164436, 39795, 96908, 15076, 167023, 96114, 35921, 118930, 94502, 105692, 112978]",21,"[5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 4.0, 5.0, 4.0, 4.0, 0.0, 5.0, 5.0, 0.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0]",21
740,"[2, 0, 0, 5, 4, 0, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 2, 1, 1, 2, 0, 0, 0, 0, 2, 1, 0, 0, 0, 6, 0, 2, 3, 0, 0, 0, 0, 0, 5, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 1]","[159628, 178167, 81036, 2949, 47184, 6982, 96709, 265, 25678, 73872, 138737, 12813, 161201, 143016, 142183, 87775, 147374]",17,"[5.0, 5.0, 0.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 1.0, 5.0, 5.0, 5.0, 5.0]",17
23215,"[4, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]","[143922, 135460, 138696, 103031, 115788]",5,"[5.0, 5.0, 5.0, 4.0, 5.0]",5
13303,"[10, 0, 0, 3, 3, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 4, 1, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 5, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1]","[112782, 128088, 79804, 142840, 19897, 147592, 22490, 33207, 104854, 15076, 172385, 41885]",12,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]",12
14382,"[6, 0, 0, 4, 0, 0, 0, 0, 0, 2, 1, 1, 0, 0, 1, 0, 1, 0, 0, 3, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 3, 0, 1, 2, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[47083, 88775, 136931, 51208, 13795, 99703, 96414, 52953, 124238, 64311, 57358, 96031, 171717]",13,"[5.0, 4.0, 5.0, 4.0, 5.0, 1.0, 4.0, 5.0, 5.0, 3.0, 5.0, 5.0, 5.0]",13
13752,"[8, 1, 0, 1, 3, 0, 0, 1, 1, 7, 0, 1, 0, 0, 1, 0, 5, 0, 0, 0, 1, 1, 0, 3, 0, 0, 0, 0, 3, 0, 0, 0, 0, 5, 0, 1, 4, 1, 3, 0, 0, 0, 2, 4, 0, 1, 2, 0, 0, 0, 0, 1, 0, 2, 0, 2, 1, 3]","[89683, 86859, 21915, 105691, 152911, 119351, 68749, 146854, 66164, 41436, 106785, 103175, 51263, 12773, 88473, 20685]",16,"[5.0, 5.0, 2.0, 3.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 1.0, 5.0, 5.0, 3.0]",16
5869,"[0, 0, 0, 2, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]","[68385, 107375, 63229, 82202, 153988]",5,"[5.0, 5.0, 5.0, 5.0, 5.0]",5
19248,"[4, 0, 0, 1, 4, 0, 0, 1, 0, 6, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3, 0, 0, 1, 0, 0, 1, 3, 2, 0, 0, 0, 1, 0, 0, 3, 0, 1, 0, 0, 0, 4, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[100553, 129648, 131608, 177852, 93195, 102659, 71957, 164703, 142915, 63569, 78956, 28821, 93510, 84385]",14,"[5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 1.0, 5.0]",14
12149,"[3, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]","[107864, 157740, 75942, 58858, 23813]",5,"[4.0, 4.0, 5.0, 5.0, 0.0]",5
7088,"[3, 0, 0, 3, 4, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 1, 0, 0, 3, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1]","[139383, 22886, 153314, 13639, 132496, 74169, 153888, 69890, 137945]",9,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 4.0]",9
7019,"[12, 0, 0, 3, 1, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 6, 0, 0, 2, 1, 1, 0, 0, 0, 0, 1, 0, 0, 5, 0, 0, 1, 0, 0, 0, 0, 0, 1, 2, 0]","[29119, 3919, 145875, 82997, 101550, 85489, 52050, 124230, 17360, 82257, 54328, 100459, 92748, 7012, 57248]",15,"[2.0, 5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]",15
1860,"[2, 0, 0, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 2, 4, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 3]","[28716, 13908, 164596, 127512, 50577, 151327]",6,"[5.0, 4.0, 3.0, 4.0, 4.0, 0.0]",6
20897,"[2, 0, 0, 1, 2, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 2, 0, 0, 2, 0, 2, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[51957, 169610, 173346, 51594, 77519, 30713, 126646, 77577]",8,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]",8
9398,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]","[123250, 23064, 127068, 121494, 42515, 16635, 6191]",7,"[5.0, 1.0, 5.0, 5.0, 5.0, 5.0, 4.0]",7
10033,"[1, 0, 0, 3, 4, 1, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 3, 0, 0, 0, 2, 3, 0, 0, 1, 0, 0, 1, 0, 0, 0, 2, 0, 0, 1, 0]","[48572, 11828, 6981, 88728, 119254, 11776, 104547, 114301, 64260, 37579, 51663]",11,"[0.0, 0.0, 4.0, 5.0, 0.0, 0.0, 2.0, 1.0, 0.0, 2.0, 0.0]",11
4700,"[48, 1, 0, 13, 8, 0, 0, 1, 0, 30, 2, 3, 0, 0, 1, 0, 8, 0, 0, 3, 4, 1, 0, 3, 3, 0, 1, 2, 22, 2, 0, 0, 0, 22, 0, 0, 8, 1, 1, 0, 0, 3, 4, 2, 0, 1, 12, 0, 0, 0, 0, 0, 0, 5, 1, 2, 7, 6]","[67480, 18702, 88767, 8387, 126649, 109506, 45968, 135961, 79095, 63924, 26419, 139005, 154689, 166665, 79270, 75244, 2116, 136962, 99787, 142662, 58194, 66298, 109193, 149777, 174298, 65759, 87424, 55772, 4790, 28166, 145500, 130480, 139822, 82100, 79958, 171950, 177182, 19812, 12074, 89924, 33338, 134610, 164499, 34602, 125637, 106680, 67898, 129531, 30512, 88946, 77550, 124230, 110062, 38413, 93642, 113588, 121842, 6035, 164837, 144458, 11324, 41436, 77442, 113716, 110716, 121722, 139655, 155665, 96527, 77616, 131506, 19770, 117521, 53780]",74,"[4.0, 1.0, 4.0, 4.0, 4.0, 5.0, 5.0, 4.0, 4.0, 4.0, 5.0, 4.0, 4.0, 3.0, 4.0, 4.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 4.0, 2.0, 3.0, 4.0, 5.0, 5.0, 4.0, 4.0, 5.0, 4.0, 4.0, 5.0, 1.0, 3.0, 5.0, 4.0, 4.0, 1.0, 4.0, 4.0, 4.0, 4.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 4.0, 4.0, 4.0, 5.0, 5.0, 4.0, 5.0, 4.0, 5.0, 5.0, 4.0, 5.0, 4.0]",74
8013,"[8, 0, 0, 2, 7, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 1, 0, 2, 0, 0, 2, 1, 4, 0, 0, 0, 0, 7, 0, 0, 1, 2, 2, 0, 0, 2, 6, 2, 0, 0, 3, 0, 0, 2, 0, 0, 0, 0, 0, 4, 1, 2]","[77006, 105481, 96081, 52334, 37597, 115783, 45824, 135961, 164596, 66829, 21866, 70685, 175919, 97436, 4793, 168532, 144458, 17838, 110718]",19,"[5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]",19
18473,"[3, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[46903, 32482, 138882, 65209, 139125]",5,"[5.0, 5.0, 5.0, 0.0, 5.0]",5
10020,"[15, 1, 0, 1, 2, 0, 0, 0, 0, 8, 1, 0, 0, 0, 0, 0, 7, 0, 0, 2, 2, 2, 1, 1, 0, 0, 0, 0, 3, 1, 0, 0, 1, 6, 0, 0, 3, 2, 2, 0, 0, 0, 2, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 0, 3]","[117369, 74676, 90215, 93841, 20977, 104811, 135064, 153429, 11470, 55654, 117899, 113588, 6941, 106080, 149864, 98708, 167294, 150412, 151590, 75869, 61031, 143703, 125149, 49765, 131426, 21288, 174552, 63034, 122388]",29,"[4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 0.0]",29
10245,"[4, 0, 0, 2, 3, 0, 0, 1, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 4, 1, 0, 0, 0, 3, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 2]","[162627, 41759, 129420, 139822, 7223, 19634, 172453, 96723, 169371, 53507]",10,"[5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]",10
21817,"[7, 0, 0, 1, 1, 0, 0, 0, 0, 8, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 3, 4, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1]","[170097, 53200, 82100, 117145, 81066, 107964, 75591, 161614, 130650, 106785, 37359, 81233]",12,"[5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 1.0, 5.0, 4.0, 5.0, 5.0]",12
786,"[22, 0, 0, 10, 14, 0, 0, 0, 0, 30, 4, 2, 0, 0, 2, 0, 15, 0, 0, 5, 11, 1, 0, 1, 3, 0, 1, 2, 10, 7, 0, 0, 0, 20, 0, 0, 7, 5, 3, 0, 0, 0, 11, 8, 1, 1, 12, 0, 0, 0, 1, 1, 0, 7, 4, 11, 1, 9]","[73956, 994, 12810, 86859, 146382, 113716, 31827, 149768, 98797, 34439, 163127, 147507, 28650, 130267, 28552, 35296, 77616, 139822, 160849, 41819, 140095, 93270, 132469, 15076, 163625, 37928, 2495, 3814, 11152, 63260, 70431, 5902, 59584, 2739, 94438, 130480, 70726, 54644, 154916, 96766, 89670, 94246, 156249, 14962, 121221, 110264, 24408, 76281, 114081, 73843, 12394, 147424, 47962, 4977, 157037, 120022, 27749, 81517, 267, 106798, 152455, 15728, 46795, 145435, 61480, 110726, 125637, 87710, 6190, 55772, 150451, 102496, 144295, 33143, 171987]",75,"[5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 0.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]",75
14406,"[2, 0, 0, 2, 3, 0, 0, 0, 0, 5, 4, 1, 0, 0, 0, 0, 2, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 2, 0, 1, 1, 1, 4, 0, 0, 1, 2, 2, 2, 0, 2, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 2]","[88174, 31327, 15635, 116958, 13870, 151146, 77252, 72800, 115578, 28552, 53659, 73807, 127000, 43748]",14,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 1.0, 5.0, 5.0]",14
6422,"[11, 0, 0, 1, 6, 0, 0, 0, 0, 8, 0, 1, 0, 0, 0, 0, 1, 0, 0, 4, 0, 1, 0, 2, 0, 0, 0, 1, 8, 0, 0, 0, 0, 10, 0, 0, 2, 0, 2, 0, 0, 1, 2, 5, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 4, 0, 1]","[71163, 54140, 3676, 28083, 145933, 129593, 170030, 25611, 29454, 3350, 114577, 16456, 81214, 101203, 108563, 113698, 108964, 144258, 154054, 139149, 135342, 59871, 55772, 92217, 16147]",25,"[4.0, 5.0, 2.0, 5.0, 5.0, 5.0, 4.0, 3.0, 5.0, 4.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 3.0, 5.0, 3.0, 5.0, 5.0]",25
2700,"[17, 0, 0, 9, 12, 0, 0, 2, 1, 20, 8, 1, 0, 0, 4, 0, 14, 0, 0, 0, 4, 3, 1, 4, 0, 0, 1, 6, 13, 2, 0, 0, 0, 15, 0, 3, 3, 3, 6, 0, 2, 1, 6, 7, 2, 0, 4, 1, 0, 2, 0, 0, 0, 0, 0, 4, 0, 1]","[89678, 95949, 10949, 112390, 161941, 102661, 163218, 52981, 126977, 141587, 78551, 89924, 171132, 34158, 78254, 69181, 120136, 115549, 20434, 110792, 103742, 75021, 106144, 175862, 96432, 19990, 33801, 10435, 163375, 102971, 136450, 169366, 15063, 132075, 994, 99107, 155200, 60032, 25810, 103175, 64338, 147374, 172147, 46411, 19469, 143790, 101550, 38137, 150138, 53728, 162222, 103042, 151058, 20693, 27260, 128701, 57868]",57,"[5.0, 5.0, 5.0, 5.0, 1.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 4.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 4.0, 5.0, 0.0, 4.0, 5.0, 4.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 4.0, 5.0, 5.0, 4.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0]",57
9745,"[7, 0, 0, 3, 5, 0, 0, 1, 1, 2, 1, 0, 0, 0, 0, 0, 4, 0, 0, 1, 3, 1, 0, 1, 0, 0, 1, 0, 3, 1, 0, 0, 0, 6, 0, 0, 4, 0, 2, 0, 0, 1, 3, 3, 0, 0, 2, 0, 0, 1, 0, 0, 0, 2, 0, 3, 0, 1]","[92842, 177713, 69297, 32114, 129439, 59106, 37047, 91255, 49110, 53541, 96750, 17877, 90536, 161086, 164131, 6519, 136931, 18799, 135963, 22946]",20,"[5.0, 4.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 0.0, 3.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0]",20
13302,"[1, 0, 0, 0, 2, 0, 0, 0, 0, 5, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 4, 0, 0, 0, 1, 0, 0, 0, 1, 3, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0]","[102437, 22319, 86300, 39627, 109237, 160762, 137789]",7,"[4.0, 4.0, 5.0, 5.0, 4.0, 5.0, 5.0]",7
7728,"[21, 0, 0, 13, 14, 0, 0, 2, 0, 21, 3, 0, 0, 0, 1, 0, 12, 0, 0, 5, 3, 4, 0, 1, 1, 0, 1, 9, 12, 2, 0, 1, 0, 7, 0, 3, 1, 0, 7, 0, 0, 2, 10, 5, 4, 0, 10, 1, 0, 3, 1, 2, 0, 3, 3, 8, 1, 1]","[62855, 157732, 49663, 33857, 71047, 134004, 138685, 36709, 160402, 154352, 136188, 69211, 112984, 126557, 121494, 145353, 26928, 65060, 44232, 68605, 141804, 148018, 100273, 163291, 171987, 158321, 118365, 139448, 114339, 18324, 4529, 30638, 151425, 50438, 66016, 73748, 106555, 4632, 149084, 97544, 140898, 17360, 98097, 70542, 79606, 161211, 164685, 109048, 89113, 99368, 89385, 159987, 129711, 133692, 27619, 61480, 157109, 41539, 126043, 59869, 26470, 91478]",62,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 4.0, 5.0, 3.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 2.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 1.0, 5.0, 5.0, 5.0]",62
